YEAR,ORIGIN_NAME,RUN_TYPE_NAME,SPECIES_NAME,RETURNS_FORECASTS_STOCK_NAME,IS_UPRIVER,FISH_ORIGIN_NAME,FIN_CLIP_NAME,COUNT,RETURNS_FORECASTS_COUNT_TYPE_NAME,RETURNS_FORECASTS_SOURCE_NAME,COMMENT,CREATED_BY,CREATED_DATETIME,LAST_MODIFIED_DATETIME,LAST_MODIFIED_BY
2020,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,39400,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,2500,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,100,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,127300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,700,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,27300,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,200,Predicted,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,2800,Predicted,TAC,,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,122900,Predicted,TAC,,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,57500,Predicted,TAC,,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,100,Predicted,CRITFC,,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,175700,Predicted,CRITFC,,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,200,Predicted,CRITFC,,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,19200,Predicted,CRITFC,,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,3500,Predicted,CRITFC,,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2022,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,56346,Predicted,PFMC,Coweeman_Chin2522_Final.xlsx,Timothy.Sippel@dfw.wa.gov,4/22/2022 9:03,4/22/2022 9:03,Timothy.Sippel@dfw.wa.gov
2023,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,5800,Predicted,TAC,,mark.sorel@dfw.wa.gov,3/8/2023 12:06,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2023,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,198600,Predicted,TAC,,mark.sorel@dfw.wa.gov,3/8/2023 12:06,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2022,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,5264,Actual,TAC,,mark.sorel@dfw.wa.gov,3/8/2023 12:06,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2022,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,185209,Actual,TAC,,mark.sorel@dfw.wa.gov,3/8/2023 12:06,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2023,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,84800,Predicted,TAC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2023,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,100,Predicted,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2023,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,187400,Predicted,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2023,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,3600,Predicted,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2023,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,44300,Predicted,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2023,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,100,Predicted,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2022,Columbia River Mouth,Summer,Chinook,Upper Columbia Summer Chinook,TRUE,Total,,78494,Actual,,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,35,Actual,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,513317,Actual,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,2329,Actual,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,147473,Actual,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
2022,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,157,Actual,CRITFC,,mark.sorel@dfw.wa.gov,3/8/2023 14:11,3/8/2023 14:20,mark.sorel@dfw.wa.gov
